地区,年份,商品房销售面积,商品房销售额,房地产开发投资额,房地产施工面积
郑州,2014,1591.91,1591.91,1743.51,10574.15
郑州,2015,1898.67,1898.67,2000.2,10818.24
郑州,2016,2859.18,2859.18,2778.95,14229.97
郑州,2017,3097.81,3097.81,3358.84,16394.83
郑州,2018,3712.11,3712.11,3258.41,18643.11
郑州,2019,3593.27,3593.27,3349.86,19583.6
郑州,2020,3426.06,3426.06,3428.78,19444.77
郑州,2021,2699.38,2699.38,3088.88,20503.04
郑州,2022,1999.36,1999.36,2158.59,18651.25
郑州,2023,2027.8,2027.8,1863.87,17151.32
郑州,2024,1908.95,1908.95,1864.33,14890.09
重庆,2006,2228.46,2228.46,629.67,8864.37
重庆,2007,3552.92,3552.92,849.9,10578.84
重庆,2008,2872.19,2872.19,991.0,11639.27
重庆,2009,4002.89,4002.89,1238.91,13052.6
重庆,2010,4314.39,4314.39,1620.26,17138.5
重庆,2011,4533.5,4533.5,2015.1,20397.24
重庆,2012,4522.4,4522.4,2508.35,22009.03
重庆,2013,4817.56,4817.56,3012.78,26251.89
重庆,2014,5100.39,5100.39,3630.23,28623.93
重庆,2015,5381.37,5381.37,3751.28,28985.67
重庆,2016,6257.15,6257.15,3725.95,27363.39
重庆,2017,6711.0,6711.0,3980.08,25960.99
重庆,2018,6536.25,6536.25,4248.76,27226.56
重庆,2019,6104.68,6104.68,4439.3,27986.64
重庆,2020,6143.47,6143.47,4351.96,27368.16
重庆,2021,6197.71,6197.71,4354.96,26893.17
重庆,2022,4142.92,4142.92,3216.87,22646.9
重庆,2023,3557.25,3557.25,2796.71,20497.57
重庆,2024,2980.17,2980.17,2565.79,17107.13
银川,2006,239.99,239.99,57.68,776.62
银川,2007,335.97,335.97,62.72,836.94
银川,2008,307.73,307.73,78.62,1034.02
银川,2009,511.43,511.43,99.96,1283.9
银川,2010,590.04,590.04,172.13,1886.78
银川,2011,489.03,489.03,214.78,2460.14
银川,2012,450.26,450.26,275.7,2948.53
银川,2013,612.11,612.11,330.81,3522.66
银川,2014,724.59,724.59,388.9,4208.92
银川,2015,529.81,529.81,409.17,4231.36
银川,2016,564.86,564.86,474.94,4272.83
银川,2017,595.22,595.22,402.82,4144.19
银川,2018,612.83,612.83,295.25,3795.57
银川,2019,679.38,679.38,275.35,3799.45
银川,2020,751.75,751.75,311.43,3756.64
银川,2021,641.57,641.57,325.79,3704.85
银川,2022,403.71,403.71,273.8,3320.35
银川,2023,350.85,350.85,266.42,3094.76
银川,2024,262.76,262.76,253.24,2404.75
长春,2006,408.25,408.25,171.84,1365.52
长春,2007,513.77,513.77,259.5,2012.6
长春,2008,570.64,570.64,352.89,2202.34
长春,2009,715.72,715.72,443.93,2377.1
长春,2010,863.08,863.08,542.76,3089.42
长春,2011,879.14,879.14,666.42,4075.84
长春,2012,908.0,908.0,649.65,5123.72
长春,2013,847.06,847.06,611.78,5628.42
长春,2014,758.84,758.84,532.57,6058.49
长春,2015,799.12,799.12,501.32,6122.45
长春,2016,1017.75,1017.75,596.65,6522.22
长春,2017,1147.19,1147.19,573.78,6687.31
长春,2018,1288.44,1288.44,778.63,7216.32
长春,2019,1342.37,1342.37,876.79,7551.8
长春,2020,1054.41,1054.41,996.07,7614.3
长春,2021,1027.25,1027.25,1052.34,8496.34
长春,2022,540.77,540.77,661.96,7201.86
长春,2023,570.74,570.74,551.16,6409.17
长春,2024,530.41,530.41,412.51,6208.31
长沙,2006,741.69,741.69,303.86,2652.29
长沙,2007,978.56,978.56,407.05,3256.99
长沙,2008,858.74,858.74,493.27,4321.32
长沙,2009,1406.58,1406.58,497.35,6167.29
长沙,2010,1680.21,1680.21,684.1,6688.87
长沙,2011,1508.18,1508.18,926.01,7578.44
长沙,2012,1526.93,1526.93,1034.35,7376.26
长沙,2013,1861.56,1861.56,1157.63,8696.54
长沙,2014,1518.47,1518.47,1313.62,9688.6
长沙,2015,1907.91,1907.91,1006.84,9304.76
长沙,2016,2613.26,2613.26,1260.55,9679.47
长沙,2017,2260.79,2260.79,1493.44,9814.09
长沙,2018,2386.74,2386.74,1508.72,10702.85
长沙,2019,2335.15,2335.15,1672.96,11878.61
长沙,2020,2377.43,2377.43,1869.88,12746.11
长沙,2021,2606.17,2606.17,2236.88,12958.76
长沙,2022,1699.36,1699.36,2281.48,11720.07
长沙,2023,1556.78,1556.78,1888.7,9763.72
长沙,2024,1356.8,1356.8,1712.98,8240.56
青岛,2006,718.41,718.41,268.36,2751.19
青岛,2007,833.29,833.29,322.35,3223.76
青岛,2008,770.3,770.3,380.57,3772.74
青岛,2009,1261.86,1261.86,459.48,4309.94
青岛,2010,1360.69,1360.69,602.44,5058.4
青岛,2011,1029.91,1029.91,785.82,5698.84
青岛,2012,950.92,950.92,932.1,6497.69
青岛,2013,1160.16,1160.16,1048.52,7072.55
青岛,2014,1163.53,1163.53,1117.73,8170.67
青岛,2015,1418.58,1418.58,1122.35,8971.23
青岛,2016,1939.22,1939.22,1369.14,9100.73
青岛,2017,1900.74,1900.74,1330.54,9532.69
青岛,2018,1808.02,1808.02,1485.21,10390.38
青岛,2019,1651.83,1651.83,1803.81,11579.57
青岛,2020,1653.59,1653.59,2045.12,12528.4
青岛,2021,1644.52,1644.52,1982.34,13022.24
青岛,2022,1563.73,1563.73,1789.87,12056.28
青岛,2023,1454.85,1454.85,1729.32,10443.78
青岛,2024,1193.94,1193.94,1511.79,8130.43
