城市,年度,income_growth,expend_growth
广州,2011,0.12242021428980698,0.208662464699382
广州,2012,0.125495160697513,0.13748148148148154
广州,2013,0.03574020319303317,0.03161537602798359
广州,2014,0.08871956559817828,0.036136581705900506
广州,2015,0.08556833722146262,0.2029633343081143
广州,2016,0.03273136861138082,0.12503762183687162
广州,2017,0.10268074969145546,0.12463536977491962
广州,2018,0.0634329815063055,0.14646319092776316
广州,2019,0.03966418230103663,0.14330574819047315
广州,2020,0.013978481966286926,0.030474674819305436
广州,2021,0.0937258748889882,0.023209659119773685
广州,2022,-0.015475571311814762,0.00042036555253255337
广州,2023,0.04849334267694472,-0.016807556783404065
广州,2024,0.004976710230018666,-0.06365150673868059
成都,2006,,
成都,2007,0.5333297638807089,0.4115524896923566
成都,2008,0.23852922690131995,0.4223564106164863
成都,2009,0.09210860187769598,0.18667930414864853
成都,2010,0.3603366377529946,0.29354210692713445
成都,2011,0.29177895016510424,0.10354009622063853
成都,2012,0.14721826382053482,0.146852087146071
成都,2013,0.15064668971699313,0.18082024698887023
成都,2014,0.14092861753511254,0.15343232192812573
成都,2015,0.12921759317966774,0.09583582089552234
成都,2016,0.01535019522476766,0.08680758910938291
成都,2017,0.08517878867799311,0.10074002594163756
成都,2018,0.1165241115457889,0.045973609008003846
成都,2019,0.0412874957869902,0.09226524147990123
成都,2020,0.025233317149484957,0.07600089688333034
成都,2021,0.11658269643115537,0.03621705225332028
成都,2022,0.014608601403132582,0.0881802215677776
成都,2023,0.1199642365727489,0.062348819922710685
成都,2024,0.010595834240511026,0.009107672324814464
拉萨,2006,,
拉萨,2007,0.47435897435897445,0.5691523263224985
拉萨,2008,0.39652173913043476,0.3411860276198213
拉萨,2009,0.25155666251556674,0.14264082374318576
拉萨,2010,0.4945273631840794,0.36098595282268775
拉萨,2011,0.5599201065246338,0.47283349561830557
拉萨,2012,0.4664959453691848,0.41346026708977934
拉萨,2013,0.459837019790454,0.23405051449953218
拉萨,2014,0.29166666666666696,0.2847938144329898
拉萨,2015,-0.03657971909245261,0.18237064133577197
拉萨,2016,0.13409163729573859,0.23807385229540912
拉萨,2017,0.26613928520977526,0.03772520253113543
拉萨,2018,0.22838335378779417,0.16565036703305225
拉萨,2019,0.06303360581289752,0.21754631480741038
拉萨,2020,-0.08356117566643884,-0.04310226868449141
拉萨,2021,-0.002983404810740331,-0.08945833095006583
拉萨,2022,-0.32233027866093134,0.11605628494252151
拉萨,2023,0.5060024837863943,0.2723946753721893
拉萨,2024,0.10536925050393986,0.029262142793948565
昆明,2006,,
昆明,2007,0.28326263015811803,0.23167265110712143
昆明,2008,0.3147257700976711,0.41809899787427884
昆明,2009,4.127325248078692,4.144085619596762
昆明,2010,-0.7170961542955654,-0.7116708453320213
昆明,2011,0.2515857069692313,0.2755334815627617
昆明,2012,0.1910982404230539,0.18973128381590554
昆明,2013,0.1911997885835095,0.11458690109221004
昆明,2014,0.060388241819190336,0.013486752253482726
昆明,2015,0.05073540180346048,0.03677188963379718
昆明,2016,0.0553144040460356,0.11845846398804194
昆明,2017,0.05822641509433968,0.12710633352701928
昆明,2018,0.06199408051920252,-0.02461657430081199
昆明,2019,0.057753974783002926,0.08464587737843554
昆明,2020,0.03244289954446633,0.06601612942523682
昆明,2021,0.05941857426168773,0.06069367464716313
昆明,2022,-0.26681855119572784,-0.06985864506119621
昆明,2023,0.10440376051459666,-0.02957188528008159
昆明,2024,-0.019318996415770506,0.006039699686078981
杭州,2006,,
杭州,2007,0.2993795414579117,0.21867286191375057
杭州,2008,0.16273428323374706,0.2500595734540687
杭州,2009,0.14371362688042155,0.1685371839778873
杭州,2010,0.2890800514602816,0.2573001631321372
杭州,2011,0.16952661840498107,0.21234876252878765
杭州,2012,0.09531936572629429,0.05186552688258339
杭州,2013,0.09908254747148226,0.08834003154092684
杭州,2014,0.08688108336859912,0.12321499520882506
杭州,2015,0.20106685356072118,0.25416675336565486
杭州,2016,0.13656109184037346,0.1649384477552509
杭州,2017,0.11768564868295317,0.09727909079904018
杭州,2018,0.16437202536652573,0.114321314539366
杭州,2019,0.07720842054507804,0.13730868684045006
杭州,2020,0.06481278961530434,0.05981514197198967
杭州,2021,0.1400599028370253,0.15576471497733935
杭州,2022,0.026824884039571062,0.06272888413237254
杭州,2023,0.06781984893557103,0.03703252048511252
杭州,2024,0.008988042693202747,0.020529316486042504
武汉,2006,,
武汉,2007,0.2412094064949608,0.19169155579690478
武汉,2008,0.25099242150848067,0.229958011912899
武汉,2009,0.13973027549401418,0.3328040647824706
武汉,2010,0.23450501471193097,0.15866491938686367
武汉,2011,0.7254670801404444,0.3110101962128353
武汉,2012,0.23069839289427563,0.15752117536337962
武汉,2013,0.18096019696347954,0.26800293602845704
武汉,2014,0.12518906103094474,0.046505414648047694
武汉,2015,0.131341846651287,0.1386690494426006
武汉,2016,0.061390621613159446,0.13947909270954018
武汉,2017,0.06113758414643389,0.1335362174357897
武汉,2018,0.08964809363261184,0.11631795773832931
武汉,2019,0.02317001373716221,0.15953371930897564
武汉,2020,-0.213429915863233,0.07630861383040544
武汉,2021,0.28315275260304484,-0.07967406066093263
武汉,2022,-0.04681848414784784,0.003240116066553389
武汉,2023,0.06410409771787817,-0.008577918718934874
武汉,2024,0.041287784161878616,0.12563972269609103
沈阳,2006,,
沈阳,2007,0.31418322610032456,0.2638785533561543
沈阳,2008,0.26095056540011274,0.19742110221384834
沈阳,2009,0.1002267729521713,0.1699857402763436
沈阳,2010,0.4532650448143407,0.085609817601076
沈阳,2011,0.33258837434189314,0.23744725330029803
沈阳,2012,0.15306714829387857,0.19834503902767153
沈阳,2013,0.12021705079436118,0.15036092365126796
沈阳,2014,-0.019350811485642994,0.03754765795206971
沈阳,2015,-0.22821133036282626,-0.11569714666929143
沈阳,2016,0.0242643177619426,0.020789532266442423
沈阳,2017,0.056832273129881594,0.035898181465731316
沈阳,2018,0.09813482872119961,0.1291431779373582
沈阳,2019,0.013390874777975181,0.0851528836592641
沈阳,2020,0.00792835722795071,0.02519925547654256
沈阳,2021,0.050184762525812276,-0.038685349844048145
沈阳,2022,-0.07677679749553701,0.02042615012106519
沈阳,2023,0.12215729959224864,0.028920168186865824
沈阳,2024,0.030879690329025378,0.0706879693005924
济南,2006,,
济南,2007,0.22251635004671444,0.22452034290379652
济南,2008,0.1846898484269519,0.2296921880208913
济南,2009,0.12993226534781188,0.17440809687330572
济南,2010,0.2661401589038488,0.2957833179439828
济南,2011,0.22278585653627925,0.17838479809976238
济南,2012,0.17024153401757713,0.173326950211651
济南,2013,0.2658736410902789,0.11521034208774461
济南,2014,0.1266621030140851,0.10030424401139926
济南,2015,0.1310735919577266,0.15185243520414415
济南,2016,0.0437882536788643,0.12622686803002225
济南,2017,0.05612738217772373,0.12519224023959197
济南,2018,0.11164926684484877,0.22083543150372886
济南,2019,0.1612204776706252,0.1758605450527866
济南,2020,0.03647948386506372,0.07640396886379586
济南,2021,0.11205412325622466,0.0033209186840470473
济南,2022,-0.0064211351614216206,-0.05220868005073154
济南,2023,0.05961204227181005,0.11400409605326511
济南,2024,0.020955487264568973,0.02333570157255971
海口,2006,,
海口,2007,1.1225745385707526,0.33984496124031005
海口,2008,-0.30813823857302114,0.08285119185373757
海口,2009,0.23880116016757968,0.4235947852105151
海口,2010,0.3103537981269511,0.18585797928239
海口,2011,0.20964860035735566,0.25876693252310434
海口,2012,0.2008862629246677,0.14502665191592068
海口,2013,0.18532185321853212,0.1594202898550725
海口,2014,0.15438717860025375,0.1433333333333333
海口,2015,0.11366360367558914,0.132586800954148
海口,2016,0.035964125560538074,0.1718247235710526
海口,2017,0.08527400225088733,-0.009885172241637652
海口,2018,0.35513720485003186,0.20134126663977425
海口,2019,0.09100541558747355,0.11588667366211958
海口,2020,0.003830797453329149,0.15504400812457675
海口,2021,0.119699005643644,-0.10687768659632668
海口,2022,-0.016801075268817245,0.2130095529789251
海口,2023,0.3029489307684796,0.11079716243837923
海口,2024,-0.03226289953910144,0.006846349515613914
深圳,2006,,
深圳,2007,0.31380769845072654,0.2739491092366386
深圳,2008,0.21624168008996159,0.22240232979834063
深圳,2009,0.10052976160727667,0.12471624749960664
深圳,2010,0.25657909675075485,0.2642080652252108
深圳,2011,0.21028712889178003,0.257091371802066
深圳,2012,0.1063848847018074,-0.015623428226536507
深圳,2013,0.16812857605527376,0.07991262749806793
深圳,2014,0.2028464817531741,0.2811104605430468
深圳,2015,0.30944949194214466,0.6257813437727942
深圳,2016,0.15022461814914645,0.19575087955430237
深圳,2017,0.062375457916333366,0.09089441088187256
深圳,2018,0.06190634819169705,-0.06775654142539944
深圳,2019,0.06640553242840719,0.06309106278049925
深圳,2020,0.02226385892753968,-0.08237035800497705
深圳,2021,0.10377742463168094,0.09395076740423014
深圳,2022,-0.057603870634379994,0.09346596006319174
深圳,2023,0.02500722752240514,0.002939540319127243
深圳,2024,-0.04828850558503006,-0.06209011446368462
石家庄,2006,,
石家庄,2007,0.23911076644694318,0.2722807017543858
石家庄,2008,0.14780431834776264,0.18765704479990197
石家庄,2009,0.14467466375863314,0.24320140358119602
石家庄,2010,0.2990631946649731,0.2666445293043336
石家庄,2011,0.3520136894212553,0.3223882553414601
石家庄,2012,0.23075532251502962,0.15004708331268257
石家庄,2013,0.1573380343763775,0.12680730030813003
石家庄,2014,0.08996572734196495,0.08327915248403239
石家庄,2015,0.09194398346289345,0.20459319670250142
石家庄,2016,0.09510731902413005,0.09339234162282573
石家庄,2017,0.12215134398130112,0.08123358172948048
石家庄,2018,0.1275575516934626,0.2291720897946028
石家庄,2019,0.09515471059113301,0.060285797843910416
石家庄,2020,0.11080069579885099,0.08639990869230241
石家庄,2021,0.07777725051013129,0.009201299212943104
石家庄,2022,0.01585065163790067,0.08474590974547613
石家庄,2023,0.06606853906611199,0.01951328742912417
石家庄,2024,0.011099215330198309,-0.0001098185640436844
福州,2006,,
福州,2007,0.2676007611139941,0.30010903143739776
福州,2008,0.1521561135371179,0.24537004682367725
福州,2009,0.1563425322752574,0.15089786756453427
福州,2010,0.2691795554645089,0.2795358135452728
福州,2011,0.2914211928012269,0.38442191906104717
福州,2012,0.19366329208848887,0.13055326176713455
福州,2013,0.18834092455892382,0.2997346188493657
福州,2014,0.1253386787673194,0.07674584145062169
福州,2015,0.09706970462152809,0.2629042640176755
福州,2016,0.06860436070370746,0.14326450208697805
福州,2017,0.05885692341086313,0.1312520333040137
福州,2018,0.0728838148101425,-0.015018213578169348
福州,2019,-0.018078132808136527,0.0270340412647605
福州,2020,0.011271105256855485,0.0017267520215633603
福州,2021,0.10988588090762419,-0.02747529955854533
福州,2022,-0.06845369073814767,0.08735922875732238
福州,2023,0.07953959800721533,-0.001182796767684846
福州,2024,-0.004747506895820153,0.020479649716389714
西宁,2006,,
西宁,2007,0.30014124293785316,0.31302827164092095
西宁,2008,0.273764258555133,0.49278579356270824
西宁,2009,0.20042643923240933,0.26572490706319707
西宁,2010,0.22628774422735365,0.2796052631578947
西宁,2011,0.3108342989571262,0.3775247888358426
西宁,2012,0.21038674033149185,0.23513729672087447
西宁,2013,0.22530582435639945,0.12006259443125411
西宁,2014,0.2498882431828342,0.19545213662860728
西宁,2015,0.1300667620410112,0.12851616023212697
西宁,2016,-0.20645637725498478,0.02778273756383265
西宁,2017,0.052379686253655855,0.001945728084500109
西宁,2018,0.17407781707933312,0.031591358324374985
西宁,2019,0.09522272433828283,0.10272959526690872
西宁,2020,0.3116219667943805,0.004481160834044484
西宁,2021,0.15249794022919638,0.04336742435737917
西宁,2022,-0.14395268733346334,-0.013845258871436839
西宁,2023,0.09391132705739458,0.23510500235960352
西宁,2024,-0.06683322923173018,-0.042435820895522336
西安,2006,,
西安,2007,0.3147048550471534,0.352541519879215
西安,2008,0.2894969890187744,0.4076899224806203
西安,2009,0.24579355813474346,0.21965725362350774
西安,2010,0.33329658213891955,0.34231533321293117
西安,2011,0.3170842636235838,0.3308756256390937
西安,2012,0.24614660178935788,0.2080755388410369
西安,2013,0.26456066102378095,0.22145977338532852
西安,2014,0.16297462050280886,0.12294980885435947
西安,2015,0.11510988540399802,0.11921321717060795
西安,2016,-0.015238329313814303,0.027560943700667195
西安,2017,0.020949350304958925,0.10882527691720068
西安,2018,0.04614209320091689,0.10217301859170025
西安,2019,0.026084416532788035,0.08260480783421742
西安,2020,0.030716237759052634,0.08064024634729194
西安,2021,0.18209186068992178,0.09427269624066836
西安,2022,-0.025607476635513993,0.06455222362371327
西安,2023,0.1412814118549779,0.10234359572177532
西安,2024,0.05298764602067396,-0.09744173548226787
贵阳,2006,,
贵阳,2007,0.23286781422539793,0.20627904340927117
贵阳,2008,0.17215489989462585,0.3368411162266278
贵阳,2009,0.18395325317451405,0.19370255833567618
贵阳,2010,0.2936598329536828,0.20336787564766845
贵阳,2011,0.3726338958180484,0.35717780604755855
贵阳,2012,0.28916564220428675,0.25939144855432983
贵阳,2013,0.14934284174302404,0.12672830847622607
贵阳,2014,0.19620504310811326,0.13981199186991855
贵阳,2015,0.12816646562123046,0.12235026636649349
贵阳,2016,-0.020796578454958636,0.043176040673657434
贵阳,2017,0.031475212928587126,0.10893652667250509
贵阳,2018,0.08863305544528233,0.07165911275923631
贵阳,2019,0.01439198716390333,0.15154913331838138
贵阳,2020,-0.045846714278866885,-0.05656492585069983
贵阳,2021,0.014040639991962589,-0.0659873776100035
贵阳,2022,-0.0038640642029129646,0.1484662382974693
贵阳,2023,0.10950865327232928,0.07032785758471372
贵阳,2024,-0.02714029583146571,-0.1098881339823532
郑州,2006,,
